,question,answer,customer,seller,time,tags
639,is this compatible to oppo f3?,yes po,Vianne O.,EMENEL,9  months ago,specification inquiry
640,pagbumili po ba ako ng dalawa magiging 200pesos ung delivery or 99 pesos pa din,"KUNG ANG ORDER NYO PO AY PACKAGE OF 2 BALE MAGIGING APAT PO UNG ITEM.....

GANUN PARIN PO.....",Denmark S.,EMENEL,9  months ago,price inquiry
641,original...?,BRANDED PO,Paul C.,EMENEL,9  months ago,inquiry (others)
642,pwd po sa samsung ??,pwede po,Nestor P.,EMENEL,9  months ago,specification inquiry
643,please p sagot nmn po ng question ko,opo buy 1 take 1 po yan,ardee t.,EMENEL,9  months ago,"backchannel, follow-up"
644,sure po b na buy 1 take 1 po b tlaga eto...dami ko po nabasa n bad comments,opo buy 1 take 1 po yan,ardee t.,EMENEL,9  months ago,"inquiry (others), backchannel"
645,pwede po ba sa oppo ?,pwede po,Jelyn B.,EMENEL,9  months ago,specification inquiry
646,malakas po ba to?,YES PO,John J.,EMENEL,10  months ago,"inquiry (others), specification inquiry"
647,original apple earpods po ba ito?,High Quality PO,Daniel J.,EMENEL,10  months ago,inquiry (others)
648,original pa ung headset na apple,HIGH QUALITY PO,Marie D.,EMENEL,9  months ago,inquiry (others)
649,Is this legit,HIGH QUALITY PO,Ashley O.,EMENEL,10  months ago,inquiry (others)
650,"kala ko po ba buy 1 take 1? dalawang order po yung kinuha ko,dapat po 4pcs ang dadating pero 2pcs lang po ang dumating..makukuha ko pa ba yung another 2pcs? kung hnd na,ibabalik ko na lang po yung item!",SORRY PO,Pareng A.,EMENEL,9  months ago,"product complaint, inquiry (others), return / exchange / refund, delivery complaint"
651,bkt po walang sumasagot nung tanong ko?,ANO PO BA YUNG TANONG NYO PO,Pareng A.,EMENEL,9  months ago,service complaint
652,legit po ba yung buy 1 get 1 free?,HIGH QUALITY PO,Joyce L.,EMENEL,9  months ago,promo inquiry
653,Legit apple po ba ito?,HIGH QUALITY PO,jayvee q.,EMENEL,9  months ago,inquiry (others)
654,bkit kulang deliver nyo kunt buy 1 take 1 kelan dadating yung iba,SORRY PO,Marvin P.,EMENEL,9  months ago,"inquiry (others), delivery complaint"
655,Original po ba?,class A po,Frizan K.,EMENEL,10  months ago,inquiry (others)
656,original iphone headset poba ito?,class A po,jovany c.,EMENEL,9  months ago,inquiry (others)
657,umorder kame ng 2 buy 1 take 1 pero tumating 2 pcs lang dapat 4pcs yun tas ang binigay nmen n bayad e pang dalawang buy 1 take 1 so saan n punta yung 2pcs bakit kulang yung deliver nyo,sorry for wht happen po,Marvin P.,EMENEL,9  months ago,"product complaint, other, delivery complaint"
658,please make sure to complete the buy 1 take 1 items and please dont give me a reject product. thanks,OK PO,Leinad B.,EMENEL,9  months ago,"other, request, thanking"
659,Buy 1 take 1 talaga?,"Yes, the item is available. Click on “Add To Cart” and proceed to checkout, if you’d like to purchase it.",Lance S.,EMENEL,9  months ago,promo inquiry
660,iLang days po bago ma deliever?,"3 TO 4 DAY PO
C LAZADA PO ANG MAY HANDLE NG DELIVERY",DudikLacsina J.,EMENEL,10  months ago,delivery inquiry
661,Pareho ba po sa picture yung product ?,YES PO,Jose R.,EMENEL,10  months ago,inquiry (others)
662,Ano po yung price nya talaga?,255,Ianie C.,HawkOneCP Gadget,2  months ago,price inquiry
663,pwede ba 2 sa siargao island???,yes,casanes e.,HawkOneCP Gadget,2  months ago,delivery inquiry
664,matagal ba yan malowbat?,hindi po masyado,Kent S.,HawkOneCP Gadget,2  months ago,"inquiry (others), specification inquiry"
665,Mag kano ang shipping fee? Taga Cebu City ako,"Yes, the item is available. Click on “Add To Cart” and proceed to checkout, if you’d like to purchase it.",Angel M.,HawkOneCP Gadget,2  months ago,"price inquiry, delivery inquiry"
666,magnda ba ung quality ng speaker,yes,Rina B.,HawkOneCP Gadget,2  months ago,inquiry (others)
667,sizes po?,Product Size (L x W x H):  ten.five x four x three.eight cm,Villarba W.,HawkOneCP Gadget,3  months ago,inquiry (others)
668,sana ok ang order ko walang problema,Hi ! We assure you that our products are in good condition when we pack it. But in some instances during shipping the orders are damaged by the delivery. they tend to mishandle the parcels. BUt if ever you have encountered product damage or malfunction.Please contact us immediately so we can assist or help you. Thank you.,Susan E.,HawkOneCP Gadget,3  months ago,other
669,ilang days po ang shipping day pag sa san.mateo po,laguna? 3-7 days,leslie i.,HawkOneCP Gadget,3  months ago,delivery inquiry
670,hm po shipping fee pg malabon lng .,you can check po when you check out the item po,fatima D.,HawkOneCP Gadget,3  months ago,"price inquiry, delivery inquiry"
671,Hm? Po shipping valenzeula po ako,you can check po when you check out the item po,Arjay C.,HawkOneCP Gadget,3  months ago,"price inquiry, delivery inquiry"
672,am po wala po ba ito,wala po,Michael L.,HawkOneCP Gadget,3  months ago,inquiry (others)
673,Is it compatible with ipad po?,yes po,rhealene M.,HawkOneCP Gadget,4  months ago,specification inquiry
674,may antenna po b sya or s FM radio,"may fm po sya ang need nyo lang po gawin isaksak nyo po ang charge sa kanya,ung ang magiging antena ng item po",mellanie s.,HawkOneCP Gadget,4  months ago,"inquiry (others), specification inquiry"
675,ilang inch po ba eto?,Size (L x W x H): 10.5 x 4 x 3.8 cm / 4.13 x 1.57 x 1.49 inches,Ellie J.,HawkOneCP Gadget,4  months ago,"inquiry (others), specification inquiry"
676,mayroon bang available na battery lang?,wala po.,Luisito C.,HawkOneCP Gadget,4  months ago,availability inquiry
677,pwede po gamitin to as speaker sa computer?,its best if bumili nalang po kayo ng desktop speakers .,Kael T.,HawkOneCP Gadget,4  months ago,specification inquiry
678,hai pano po pag halombawa my depekto po yung item? pwede pa po bang pa palitan?,yes po pwede po papalitan,Jomarey A.,HawkOneCP Gadget,4  months ago,"delivery inquiry, opening"
679,How much po ang shipping papuntang zamboanga city lower calarian,Please chat us so we can send you the Shipping Rate Card,Montazer a.,HawkOneCP Gadget,4  months ago,"price inquiry, delivery inquiry"
680,my fm b xA,yes po meron po,criza a.,HawkOneCP Gadget,5  months ago,"inquiry (others), specification inquiry"
681,"hi? can I cancel my order please...
i just got mistaken.
sorry for the inconvenience",kindly cancel your order.thank you,Eissej S.,HawkOneCP Gadget,5  months ago,"opening, order cancellation"
682,madali za mlobat kmhal p nmn😔,please return item back to LAZADA for refund,Vinanz Y.,HawkOneCP Gadget,5  months ago,"product complaint, expression"
683,bakit sobrang mahal ng shipping fee? dati 99 lang ngayon e 1k na,Miscalculation po kasi yan ng system .try to use other address pa po kayong pwedeng dun ipadeliver yung item baka sakali pong magless yung shipping,Alex j.,HawkOneCP Gadget,5  months ago,price complaint
684,i received a damage item... may natanggal po sa loob.. di nmn mabuksan.... how to repair that.. very diaappointing...,kindly return to la-za-da para mareplce po ang itim po.thnak you,Nasarudin I.,HawkOneCP Gadget,5  months ago,"product complaint, process inquiry, inquiry (others), expression"
685,ilang ohms po yung speaker,Please check for the size availability in the “Choose Size” dropdown above the product pricing,Richmond P.,HawkOneCP Gadget,6  months ago,"inquiry (others), specification inquiry"
686,good pm. what is the size of this speaker in inches?,Please check for the size availability in the “Choose Size” dropdown above the product pricing,Nino C.,HawkOneCP Gadget,6  months ago,"opening, inquiry (others), specification inquiry"
687,ano size nito,Please check for the size availability in the “Choose Size” dropdown above the product pricing,Marilyn M.,HawkOneCP Gadget,5  months ago,"inquiry (others), specification inquiry"
688,"meron pong nag sasalita kung fm or bluetooth mode sya, ngayon wala na po, tapos pag connected sya wala naman ako marinig kahit max volume.",if you receive the item not more than 7 days since you receive you can ship it back to la z ada to replace,cf s.,HawkOneCP Gadget,5  months ago,product complaint
689,"fast charger yung ginamit ko, nung kinonek ko sa cp nkalagay sa cp ko 100% yung battery ng speaker pero hindi ngchange ng kulay from red to blue nung mgcharge ako.",Please check for the size availability in the “Choose Size” dropdown above the product pricing,Kathleen M.,HawkOneCP Gadget,5  months ago,product complaint
690,You have no free delivery?,la-za-da have promo every wed.,Princess,HawkOneCP Gadget,6  months ago,promo inquiry
691,"bakit po ang bilis maglow bat cya kht bagong charge,sound lang nmn ang gamit ko, sa susunod nmn pls paki check ang item kht 1 day lang para d nmn po kami magbalik ng item,tnx wait ko nlng po ang replacement ,how i wish na di cya madaling maglowbat",ok po. sorry for the convenience.,Marichiel A.,HawkOneCP Gadget,6  months ago,"product complaint, return / exchange / refund, other, thanking"
692,ilang oras bago ma full charge? Almost 6 hours na nka charge yung speaker kulay red pa din yung led indicator,use fast charger,Kathleen M.,HawkOneCP Gadget,5  months ago,"specification inquiry, product complaint"
693,may chrager po ba kasama?,yes,Justin J.,HawkOneCP Gadget,5  months ago,"specification inquiry, inquiry (others)"
694,ilang mah ang battery nito?,Please check for the size availability in the “Choose Size” dropdown above the product pricing,jeffrey g.,HawkOneCP Gadget,5  months ago,"inquiry (others), specification inquiry"
695,gaano po sya kalaki?,5inch,Maryam S.,HawkOneCP Gadget,5  months ago,"inquiry (others), specification inquiry"
696,"d gumagana Po,,may nakalog sa loob,,, bakit nyo pa po deliver,, eh sira",sa delivery po yan nasira . natry nyo na po ba icharge . kasi kung nacharge nyo na po tas ganun pa din . you can return it po .,Drawde R.,HawkOneCP Gadget,5  months ago,product complaint
697,sana macheck ung items bago i pack. kse pinaghirapan ang pera binayad. defect nman ung items. ung iba no choice na sila.di na nireturn kc hirap mgreturn. dpat cgurduhin ng mbuti n ok ang items.,We assure you that our products are in good condition when we pack it. But in some instances during shipping the orders are damaged by the delivery. they tend to mishandle the parcels.,babylie a.,HawkOneCP Gadget,5  months ago,product complaint
698,Salamat po!,You're welcome,Ramil C.,HawkOneCP Gadget,5  months ago,thanking
699,ano pong kulay if full charge na maam/ Sir?  tnx,Blue,Ramil C.,HawkOneCP Gadget,5  months ago,"inquiry (others), thanking"
700,my indicator po ba ito if full charge na?,Yes,Ramil C.,HawkOneCP Gadget,5  months ago,"inquiry (others), specification inquiry"
701,Bakit hindi nag fufunction un fm radio?,bka mahina po cignal po pag nag press nyo po ang button po long press nyo po and ang lipat ng mga channel po sa nest po.thank you,rhea l.,HawkOneCP Gadget,6  months ago,inquiry (others)
702,panu po ba marereturn itong speaker .. sira po kasi at saka may umaalog sa loob .,kindly message us to our messenger .thank you,Aira J.,HawkOneCP Gadget,5  months ago,"process inquiry, product complaint"
703,"gud morning,kakarecive ko lang ng item ung speaker ayaw po gumana pano po mapapalitan to?",you can massage us sir to our messenger.thank you,Jayson M.,HawkOneCP Gadget,5  months ago,"opening, product complaint, process inquiry"
704,hindi gumagana ung speaker na inorder ko kanina lng sya dumating  nag chaharge nman wala man lng kahit magsalita...d sya gumagana...ano ba yan,kindly message us to our messenger para ma send po nmin sa inyo to how to return po.thank you,Emma A.,HawkOneCP Gadget,5  months ago,"product complaint, process inquiry"
705,hindi sya ngccharge?how can i return this?,kindly message us to our messenger para ma send po nmin.thank you,Marj D.,HawkOneCP Gadget,5  months ago,"inquiry (others), process inquiry, product complaint"
706,wala naman doon yung for,kindly massage us.thank you,jezzel b.,HawkOneCP Gadget,5  months ago,"backchannel, other, other"
707,form,yes po? how can i help you?,jezzel b.,HawkOneCP Gadget,5  months ago,"other, backchannel"
708,good noon bakit po di nagpopower on?,you already charge na po ba ang item po.,Floridel S.,HawkOneCP Gadget,6  months ago,"opening, inquiry (others), product complaint"
709,nakakadismaya sorry for the words pero totoo sayang ang pera ko.,pwedi nyo nmn po ereturn ang item para walang masayang po..thank you,Winnie D.,HawkOneCP Gadget,6  months ago,product complaint
710,"why is it may umaalog sa loob like there something inside the speaker po??? and i'm getting irritated po i just open the item now, then when i turn it on it is not functioning. When i chargedthe item it's starting to say bletooth mode maybe it's lowbat. but my problem is may umaalog po talaga! 😭",if the item is defective fil up return form online,Christine E.,HawkOneCP Gadget,5  months ago,"inquiry (others), product complaint"
711,How can i know if the item is full charge?,Please check for the size availability in the “Choose Size” dropdown above the product pricing,Christine E.,HawkOneCP Gadget,5  months ago,inquiry (others)
712,After charging for 2-3 hours based on your answers. Bakit di po nag-oon? I need a refund po 😭 nakakainis naman gumagana lang sya kapag nakasaksak sa socket. a useless na rechargable speaker huhh. How to return this?? I want a refund!!,fil up return form online then shipback to la z da,Christine E.,HawkOneCP Gadget,5  months ago,"product complaint, other"
713,I am too unlucky because I have recieved a defective item. I will return this please but How?,fil up return form online then shipback to la z da,Christine E.,HawkOneCP Gadget,5  months ago,"product complaint, process inquiry"
714,anu po dapat gawin para mabalik po yung item.. kc yung natanggap q kahapon lang sira yung dalawa.,you can pm us in our messenger .. para ma-send po nmn ang process po.thank you,Joel,HawkOneCP Gadget,5  months ago,"process inquiry, return / exchange / refund"
715,at pano ko marereturn?,fil up return form online then shipback to la z da,Jezzel B.,HawkOneCP Gadget,5  months ago,"process inquiry, return / exchange / refund"
716,san makikita return form?,sa may reference order nyo po,Jezzel B.,HawkOneCP Gadget,5  months ago,inquiry (others)
717,sira po yung deniliver niyong item ko..,fil up return form online then shipback to la z da,Jezzel B.,HawkOneCP Gadget,5  months ago,product complaint
718,Gusto ko ireturn,fil up return form online then shipback to la z da,Jezzel B.,HawkOneCP Gadget,5  months ago,
719,opo 2hrs charge ko wla png 1hour lowbt agad pls plitan ko po,fil up return form online then shipback to la z da to replace the item,LynVer V.,HawkOneCP Gadget,5  months ago,"backchannel, product complaint, return / exchange / refund"
720,how many hours po kaylngan r charge?,2 to 3 hrs,Sheena A.,HawkOneCP Gadget,5  months ago,"inquiry (others), specification inquiry"
721,yng item ndi nagana yng fm at npakadlng malowbat.syang lng ang pera ko.,you can return the item to la z da to replace the item,Vanessa r.,HawkOneCP Gadget,5  months ago,product complaint
722,bkit mbilis mlowbat,full charge po ba ang item po ng ginamit nyo po?,LynVer V.,HawkOneCP Gadget,5  months ago,inquiry (others)
723,Free ship tlga kahit sa davao?,hindi po.,Raechela J.,HawkOneCP Gadget,5  months ago,promo inquiry
724,meron po ba itong headset?,wala.,felicisimo d.,HawkOneCP Gadget,5  months ago,"availability inquiry, inquiry (others)"
